,menu
4694,Catering Goa Shrimp Curry (Party)
4695,Chicken Korma Meal
4696,Lunch Thali
4697,VANILLA FROSTED CHOCOLATE CUPCAKE
4698,18. Mix & Match Beef Kofta Platter
4699,Navrattan Makhani
4700,Masala Sauce (16 Oz)
4701,MUMBIACHI PAV BHAJI LUNCH
4702,Reshami Kabab
4703,Idly Sambar
4704,Dhabha Chicken
4705,Salad Of The Day
4706,Bottle Water
4707,Chicken Tikka Saag
4708,BENGALURU BONDA (ALOO BONDA)
4709,Mango Juice
4710,Goat Korma Small
4711,Dahi Bhalla (3 Pieces)
4712,Chicken Korma Large
4713,Tomato Basil Soup
4714,"""VANAKKAM"" VADA"
4715,Sooji Halwa
4716,ONION SAMOSA (ANDHRA STYLE)
4717,Kheer ( Small Tray )
4718,Rasam Vada
4719,Papudam
4720,Bhindi Bhuna
4721,Plain Bread Basket
4722,Guntur Chicken (Spicy)
4723,Lassi - Sweet
4724,Paneer Achari
4725,Lamb Patia
4726,Gulab Jamun (4pc)
4727,Lamb Bhuna (Lamb)
4728,DIRTY SWEET POTATO CHIPS
4729,Kadai Shrimp
4730,Mango Shakes
4731,Dal Makhani Large
4732,Achar (Pickle) (3oz)
4733,Hyderabadi Mutton Dum Biryani
4734,Royal Combination Dinner For Two
4735,Side Rice
4736,Chicken Tikka Boto
4737,Karampodi Chicken
4738,Paneer Kadahi
4739,Lemon Coriander Soup
4740,Scallops Masala
4741,Fish Kadhai
4742,Lamb Kheema Dosa
4743,Tandoori Chicken Full
4744,Salmon Tikka Salad
4745,Uttapam
4746,Condiments Tray
4747,Ulavacharu Biryani-Veg
4748,Shahi Bhindi
4749,Ice Tea
4750,Vegetable Hyderabadi Biryani
4751,Mango Curry
4752,Kalakand ( Homemade Cake
4753,Chocolate Shakes
4754,Nepali Momo Lover
4755,Samosa Chana Chaat Awadhi Style
4756,Cheese Paratha
4757,25.Lamb Gyro
4758,Vegetarian Thali Combination Dinner
4759,Seafood Vindaloo
4760,Coconut Shrimp Curry
4761,Tandoor Murgh
4762,Chardonny Glass
4763,Garlic Naan Medium
4764,Spicy Garlic Chutney
4765,Chilly Chicken (APT)
4766,Chicken Tikka (6)
4767,Szechuan Vegetable Fried Rice
4768,Sweet Lassi Small
4769,Egg Chese Pav
4770,Fruit Crush
4771,Shrimp Chili
4772,Gongura Goat Curry
4773,63. Cheese Cake
4774,Tikka Masala Sauce (12 Oz.)
4775,Chicken Channa Masala
4776,Dal Makhani
4777,Chilli Paneer (APT)
4778,Non Veg Bo/X
4779,Shrimp Vindaloo Medium
4780,Chicken Saag Butter Masala
4781,Butter Chicken Platter
4782,Catering Lamb Bahar
4783,Motichoor Laddoo
4784,Hot Tea
4785,Aloo Chop (1 Pc)
4786,Bangan Bharta
4787,Shahi Aloo Gobhi Small
4788,Navaranta Korma
4789,SPRITE CAN
4790,Beef Tikka (8 pcs)
4791,Shrimp salad
4792,Coconut Korma
4793,Botteled Water
4794,Fish Masala Catering
4795,Bhindi
4796,CHICKEN KATI ROLL
4797,Chicken 65 Large
4798,Dahi Vada Papdi Chaat
4799,Paneer Tikka Wrap
4800,Bhatora (White Flour)
4801,Chicken Chat
4802,Veggie Plate
4803,Vegi Biryani
4804,Chicken Dopiza
4805,Shrimp Mushroom
4806,MAKHMALI GALOUTI KABOB
4807,Beef Masala
4808,Tomato Shorba Soup
4809,Catering Malai Kofta
4810,Chicken Lollipops (2)
4811,Ghobi Paratha
4812,Cheesy Pizza Roll W/Fries
4813,Paneer Karaikudi
4814,Masala Chaii
4815,Chicken Tikka Saa
4816,Punjabi Lamb Curry (Lamb Vindaloo)
4817,Lamb Biryani Catering
4818,Goat ( Small Tray )
4819,Chutney Puri
4820,Goat Gongura
4821,Dahi Papdi Chaat
4822,Hyderabadi Chicken Dum Biryani
4823,Bento Box (2 Entrée)
4824,Peshawari Nan
4825,Vegetable Kashmiri
4826,Dum-Ka-Murg
4827,"""Spinach"" Dosa"
4828,Rack Of Lamb
4829,Lamb Do Piazza
4830,4 Pieces Ras Malai
4831,Mixed Vegetable Paratha
4832,Shanti Special Biryani
4833,Mulligatawny
4834,Patron XO Cafe
4835,Buffalo Wings
4836,Masala Pav Dry
4837,Assorted Bread Basket
4838,"""PACHAAK"" VEG PAKODA"
4839,Nawabi Murg Masala
4840,Lamb Momo (50 Pcs) (Catering)
4841,Mixed Vegetable Pakora
4842,Chicken Salad
4843,Lamb Kabab
4844,Chole Batura
4845,Mutton Seekh Kabab ( Baby Goat )
4846,Haas Ra Saag
4847,Rogan Josh Medium
4848,Garlic Cilantro Naan
4849,Salty Lassi (16 Cups)
4850,CHOCOLATE FROSTED CHOCOLATE CUPCAKE
4851,Vada Pav 2pc
4852,Coconut Chicken
4853,Ruohafza To Go 250ml
4854,Goat Briyani
4855,Extra Raita
4856,Corn Paneer Cheese Bites
4857,Lamb Curry
4858,Kheer (Rice Pudding)
4859,Basil Naan
4860,Lamb Do Piaza
4861,Buttermilk
4862,Paradise Chicken Fry
4863,Kacchi Biryani
4864,Lamb Roll
4865,Half Size Td Chicken
4866,Paneer Balti
4867,Pav Bhaji & Pulav (3 In One)
4868,Badaam Sadeko
4869,42. Beef Kofta Mix Masala Plate
4870,Nargish Kofta
4871,Spinach And Paneer Momo
4872,Aloo Papri
4873,Catering Saag Tikki
4874,Fresh Squeezed OJ
4875,Cauliflower Soup
4876,Chana Masala
4877,Catering Paneer Naan (Party)
4878,Seekh Kebab
4879,Fish Vandalo
4880,Veggie MoMo (Chilly)
4881,Schezwan Egg Noodles
4882,Kesar Pista Shakes
4883,Paneer Bhurjee
4884,Water Small
4885,"""FASAK DOSAI"""
4886,Matar Mushroom
4887,Aloo Masala
4888,Buffalo Momo
4889,Cabernet Sau Glass
4890,Masala Chaas
4891,Lamb Laal Maas
4892,Saffron & Sesame Naan
4893,ROTI
4894,Aloo Tikki (2)
4895,Fish Curry
4896,Methi Parotta 2pc
4897,Aloo Mutter Gravy
4898,Shrimp Do Piaza Large
4899,Dhokla-patra
4900,C T M Sauce
4901,Garlic Lamb
4902,Chili Fish Dry
4903,Punjabi Wings
4904,Garlic Naan 20 Pcs
4905,"""Bang Bang"" Sambar Vada"
4906,C-Momo
4907,Chicken Do-Piaza
4908,Chicken Crispy Roll
4909,Chili Chicken
4910,"""SUPERSTAR"" DOSAI"
4911,Vegetable Tikka Masala
4912,Egg Haka Noodles
4913,Gulab Jamun (2 Pcs)
4914,Catering Seekh Kebab (Party)
4915,Chicken Vindaloo
4916,Kheer Medium
4917,GOSHT ROGANJOSH BRUNCH
4918,Kadhai
4919,Tawa Pomfret Fish
4920,Pashwari Nan/ Royal Nan
4921,Rava Onion Masala Dosa
4922,Gift Card 25
4923,EXTRA PAV LUNCH
4924,Tandoori Shrimp
4925,Chicken Kebab Wrap
4926,Aloo Matar (Vegan)
4927,Lamb Tikka Masala Large
4928,Butter Chicken Small
4929,Chicken Butter Masala
4930,Stir Fry Tofu With Broccoli
4931,Taste Of India Special(Platter)
4932,Gobi 65
4933,Rogan Josh Lamb
4934,Rice Large
4935,Bhindi Bhaji
4936,Quick ‘N’ Tasty Entree With Rice OR Bread
4937,Goan Shrimp Curry Large
4938,Kheer
4939,Priya Special Chicken
4940,Masala Soda
4941,Sparkling Water 28oz
4942,Vegetables Korma
4943,Gobi Charchri
4944,VEGAN CHOCOLATE CHIP COOKIE
4945,Chilly Paneer
4946,Gobi Machurian
4947,Shrimp Bhuna
4948,Lamb Saag
4949,Special Halwa
4950,Virgin Blue Shoe
4951,67. Falafels (5 pcs)
4952,Onion Rava Masala
4953,Medu Vada (3 Pieces)
4954,Nirvana Special Biryani
4955,House Of Special Platter
4956,Kadai Subzi Stir Fry
4957,Catering Sahi Navratan Korma (Party)
4958,Daal Fry
4959,Mango Lassi 1 Gallion
4960,Tofu Masala Medium
4961,Hakka Noodles Veg/Egg/Chicken/Shrimp
4962,Vegitable Masala Momo
4963,Vegetable Masala Momo
4964,Catering Goat Curry (Party)
4965,Pakora
4966,GARLIC NAAN
4967,Curry Beef Side (8oz)
4968,Chicken Pakoras
4969,Kathmadu Mix Non Veg
4970,Mango Chutney (3oz)
4971,Paneer Chilly
4972,Orange Soda
4973,Butter Chicken Combo Meal
4974,Merlot Bottle
4975,Medu Vada
4976,Soda
4977,Tamarind Rice
4978,Mixed Pickle
4979,Onion Uttapam
4980,Chicken Laal Maas
4981,Curry Fries
4982,Roti/Chapati
4983,Catering Beef Shahjahani
4984,Paneer 69
4985,Shrimp Shaag
4986,Vegetable Samosa ( Gluten )
4987,Chicken Paneer Masala
4988,Kheer (3oz)
4989,Chicken Saag Lunch
4990,Chicken Soup
4991,French Fries
4992,Egg Maggi
4993,MASALA NAN
4994,Chicken Curry Small
4995,Catering Chicken Jalfrezi
4996,Sabji Saag Malai
4997,Goat Curry Dry
4998,Chicken Saffron
4999,Apollo Fish
5000,Onion Chutney 16oz
5001,Chicken Tikka Halal Burrito
5002,Lamb ( Large Tray)
5003,MAC &CHEESE-Small
5004,Chicken Roast (APT)
5005,Hyderabadi Biryani
5006,Aloo Paratha(Vegan)
5007,Tadka Dal Medium
5008,Laccha Pratha
5009,Chicken Manchurian (Lunch)
5010,Szechuan Shrimp Noodles
5011,Ginger Masala Bhindi
5012,Plain Pulao Rice
5013,Fresh Sugercan Juse 120z
5014,47. Special 6 Skewers
5015,Shahi Paneer Masala
5016,Malai Mutter Methi Paneer
5017,Egg Fried Rice (Side)
5018,Special Biryani
5019,Shrimp Jalfrazi
5020,Sparking Water 12oz
5021,Lamb Thukpa
5022,Spinach Soup
5023,Papad Roasted
5024,Mysore Chicken Dosa
5025,Spicy Masala Dosa
5026,Honest Special Pizza
5027,Achari Aubergine
5028,Shrimp-Chicken Mushroom
5029,MINI CHOCOLATE TART
5030,Catering Beef Korma (Party)
5031,Peas Pulao Medium
5032,Tandoori Mix
5033,Gongura Onion Masala Dosa
5034,Vegetable Stir-Fried Noodles
5035,Eggplant Chicken
5036,Peshwari Naan (Contains Nuts)
5037,Mix Veg. Pakora
5038,Lamb Dopiaza
5039,Catering Mater Paneer (Party)
5040,Taj Vegetarian Platter
5041,Chick Fried Rice
5042,Mix Paratha
5043,Tava Paratha
5044,Chettinad Egg
5045,Vegetable Samosa (2)
5046,Rowdy Chicken Bites
5047,Lamb Rogan Josh.
5048,Chole Bhature
5049,Navrattan Curry Lunch
5050,Shrimp Do-Piazza
5051,Chicken Chili Small
5052,Lamb Vindaloo (Hot)
5053,C. Beef Platter
5054,GARDEN SALAD LARGE
5055,Pulav Tray Half
5056,2 Liter Soda
5057,Goat Curry (With Bone)
5058,Masala Idli
5059,Gongura Paneer
5060,Chicken Paneer
5061,Vegetable Korma Medium
5062,Heineken
5063,Goa Shrimp Curry Catering
5064,Lamb Kebab
5065,Dal Makhani Medium
5066,Shrimp Chow Mein
5067,Gobi Charchari
5068,Paneer Paratha
5069,Lamb Boti Kabob Masala
5070,Kerla Fish Curry
5071,Bhatura
5072,Free Veg Platter
5073,DAL DOUBLE TADKA
5074,Lamb Seekh Kabab
5075,Onion& Chili Uthappam
5076,Garden Salads
5077,Extra Pav 2pc
5078,Bhaji Pav Tray Full
5079,Gobhi Gulistan
5080,Lentil Soup
5081,Mixed Tandoori Grill
5082,Manchow Soup
5083,Chicken Tikka (Lunch)
5084,Rava Onion Chilli Masala Dosa
5085,Singapore Fried Rice (Side)
5086,Shorba
5087,Fish Hyderabadi
5088,Butter Kulcha
5089,Chicken T. Masala
5090,SMALL MASALA CHIPS
5091,Pesarattu
5092,Lamb Tikka Masala ( Large Tray )
5093,Lollipop Chicken
5094,Chicken Tikka Sandwich
5095,Chicken Tikka Salad
5096,Blueberry Nan
5097,Chicken Do Piaza Large
5098,"""BAMMA GARI"" Rasam"
5099,Matar Aloo
5100,Maccha Ko Tarkari
5101,SRIDEVI
5102,Dosa + Chicken Curry
5103,Yogurt
5104,Combo 1
5105,Saffron Rice
5106,Club Soda
5107,Saag Chicken
5108,Chicken Tikka Sauce 16 Oz
5109,Tofu Bhurji (Vegan)
5110,Paneer Korma
5111,Lamb Boti Tikka
5112,Spinach & Cheese Rolls
5113,Chicken Manchurian (Appetizer)
5114,Gulab Jamun (2)
5115,Lamb Burger (NEW!)
5116,Mattar Pullow
5117,"Hyderabadi ""Tawa"" Machli"
